candidate,modifier,target,category
B00BGVSPPO,is green colored with a logo and is green with a book graphic,B001JJAWZE,shirt
B0013THNAW, has 3 pockets and has a larger design,B008J0VIQS,shirt
B008ZPBU8I,has a hand on it and has less busy looking graphics,B005OCI46Q,shirt
B006YIQ7OA,has shorter sleeves and is more red and short sleeved and only buttons at the top,B00AQ5UMX4,shirt
B00CAHOA8E,is blue with more print work and A blue shirt with white and black print on front,B0027IQIOU,shirt
B004NRR9TQ,The shirt is orange in color. and is orange with a black and white cicular design in the middle,B00674Y6YE,shirt
B0095BJCP4,is checked and is plaid,B0095BJ8Y4,shirt
B00B6RQXFW,has a smaller image in the middle and A grey shirt with black triangle on front,B003BW5MH0,shirt
B008J3B8ME,is louder and more out there and is long sleeved with swirl design,B0065OKKAA,shirt
B00BRXEED8,is lighter colored  and has a symbol on it and is lighter colored,B00641RU5C,shirt
B00BT8TMSI,has sleeves and has a larger graphic and has longer sleeves,B00DV4DOHI,shirt
B0038OVQAS,is lighter colored and button down and is paler blue in colour,B0016C0U2E,shirt
B004PG3700,is a short sleeved striped shirt and has small striped and is tan color,B004PFXDWI,shirt
B003XKNRE0,Is darker with a collar and long sleeves. and has longer sleeves and is darker colored,B006N1JNAS,shirt
B009ZYKNWW,is blue and is a muddled blue background,B00E4UZ6WE,shirt
B00E2019VI,is black with green designs and has short sleeve and is black color,B004LGT20S,shirt
B005OPWTWI,is lighter and has a image of a van. and is blue with a van on it,B0052GFTN0,shirt
B00AL6PN28,is a long sleeved blue shirt with different colored stripes and is more formal,B007B8XQ8W,shirt
B00CPKYY6E,Is brighter and more sporty and is more athletic,B005LTNIWM,shirt
B007TW79EW,is more of an Asian cartoon graphic and has different graphics,B002B2RV1G,shirt
B00A7QU8YU,has no logo at all and has sligthtly shorter sleeves,B004CO85P2,shirt
B00AW5OAKY,Is orange and is brighter in color,B00AG0JIZC,shirt
B001EAQE4Q,is light brown loose shirt and long sleeved and  greenish and grey with no circle,B0057X9U2E,shirt
B004LVP92I,has different graphics and has more pink colors,B004IYJTQK,shirt
B004HO6FS6,is military green and has a larger fish on it,B004HO6FG8,shirt
B001CMIS2C,is a packet of vests and is a four pack of tanks with shorter sleeves,B002WG6YTQ,shirt
B005173RG6,has different colors with a red background and redder plaid pattern,B005173SBK,shirt
B003BW5MI4,Is more colorful and has tie dye,B00158SFRG,shirt
B00BWB6SMU,Has a simplier graphic and Has a smaller decal,B006ZB2WJK,shirt
B003DJ2PIA,its blue and gold's gym print and is blue with GOLDS GYM logo,B002DZ1ICE,shirt
B00EFN4UPE,has a full-buttoned placket and darker color and is more formal,B007P6PG5G,shirt
B000ILEK34,has a v shaped neck and is black and has v-neck and is black color,B000IZT9HC,shirt
B00BF7VDHG,is black and has orange stripes and is black with white stripes,B0094TUBWA,shirt
B0014GU3GA,has a lighter logo and is blue with white lettering,B00AQHFQ1U,shirt
B009F2SGIM,The shirt is red and is red plaid short sleep,B00BEEFFD8,shirt
B00AAX04P8,is green colored with an image and is green with a circular logo,B00841389M,shirt
B00CHQJSEO,has more of a graphic and Black t-shirt with american flag in three leaf clover,B00CITHQXA,shirt
B006SHDD4E,is more casual and is more relaxed and darker colored,B007YY818I,shirt
B00305G0GK,is long sleeve and Is red with longer sleeves.,B005GTR44K,shirt
B0052BNTQY,is blue in color with less text and is darker,B003VRZ71Q,shirt
B0081BTTBG,Is less fun and less complex and large horizontal strips and sleeveless,B00BU1JI9M,shirt
B001LNO6QE,is a white shirt with black lines and has grey rather than white stripes,B004TF1JAM,shirt
B005VM1Q3W,is black and is black with square design,B00C1ETPV8,shirt
B00EPDNN70,is lighter and has shorter sleeves and is a short-sleeve shirt and is grey.,B0054MZGTO,shirt
B007XHGASO,is a red colored short sleeved shirt with an image and it is red and not flowery,B00FZ1F21G,shirt
B00AW05A08,Is more black and wordy and  one pocket with collar,B0049T25RY,shirt
B002ZVBIT4,has shorter sleeves and is grey with short sleeves,B0038T2QZM,shirt
B000RA5WSI,has more colors with a hawaiian graphic and Is more colorful and more vacation like.,B006KH593U,shirt
B008PUQYBQ,is black in color with shorter sleeves and is more dark and regular tshirt,B006IZIEDQ,shirt
B008G3N5AK,Is slightly larger in size and is the same exact shirt,B002KO943S,shirt
B007E9QZSQ,Is pink and not checkered and is more gay,B004YMCPG2,shirt
B008LMM9UI,is green and has less buttons,B007X6CMF0,shirt
B000CB1MOU,is an iron on patch and is black colored,B003MAE5DI,shirt
B004O89OTW,is green with orange designs and is lighter in color,B005M8H1TI,shirt
B00158UTNY,is more centered and less cartoonish and is brown and blue and more slim fit,B004QWYYP0,shirt
B007SG3L64,is black with an 'Italian batman' logo and is a black tee,B004J8FTEG,shirt
B005SNBNEQ,has longer sleeves and is lighter and has longer sleeves and more font,B004FKEDOA,shirt
B002LT1DM2,is more kelly green and has a clear logo and is light green,B005C50ZUI,shirt
B00F0Q9KUU,is orange and it is a hat and has a logo,B0071ATR24,shirt
B007WPF1SC,is beige with buttons running down and is button up and has hoody,B007WPF6B4,shirt
B00E4DYFGO,is solid grey and is a solid gray shade,B004WLIZ96,shirt
B00E6VQ1BQ,is grey with only text in center and has college theme and is gray,B00FGFQ0IK,shirt
B000SYB21E,has more swear words and is blue and has a saying in blue on a blue shirt,B000SYGLHE,shirt
B00EECJJVQ,has a different graphic on the front and is shiny black and has mostly logo,B007TJ0ZQ4,shirt
B00A3F9FI0,is bright blue colored and is blue with a stylish logo,B00A3F95DK,shirt
B000T0A5BK,is very light color with humor and has sleeves and is longer,B0065KQCQK,shirt
B00CXLGVXY,is black in color with no sleeves and is black with shorter sleeves,B001W8QQ8E,shirt
B009ERMY2C,is black colored and is black with white text,B002I19XQG,shirt
B000A7N9NI,Is more fitted and blue and is blue with no zipper or hood,B003LBT9T8,shirt
B008LWTPGE,is red and white checked with longer sleeves and has longer sleeves,B00A8D0LW6,shirt
B00A6X4F34,Is a grey T shirt with handle bars on it and is brown with white image,B00AR4ZFYU,shirt
B004ZC5SDS,is light blue and Is light blue,B004ZC5MCK,shirt
B009I4XMR2,has scenes from star wars movie and has a different logo,B007PU80RI,shirt
B00AAMOZRM,is more ethnic and is darker,B006GT4KZ0,shirt
B008FFPGG0,is grey and is grey with shorter sleeves,B0014JYKA2,shirt
B00CCRI6NM,are exactly the same and is the same,B00772JMRQ,shirt
B00B2I6HVK,has red lettering and has more words on it,B00G0LGG06,shirt
B007Z3LRFW,is black with white words and is black colored with word graphic design,B001T7ESGU,shirt
B0013FI8MI,is green and has a logo and is darker,B002A2W5RW,shirt
B00BWCMOOA,has a yellow and white logo and has more neutral colored graphics,B00BJUN3AY,shirt
B0009GCU80,The shirt is pink in color and long sleeve. and is darker and has longer sleeves,B00147VH8C,shirt
B004DE82WC,is less shiny and had red words,B004TNEWFS,shirt
B007LVN7RE,is white colored with colored lines and is lighter,B00B8K9W32,shirt
B007X5Q1HQ,The shirt is black with the words Free Hugs. and has only words on it,B006WBP06K,shirt
B0057X86ZG,is a long sleeve denim button up with collar and has longer sleeves,B000TJKIK4,shirt
B0085O3Y9M,is dark blue and is darker in color,B0085N8AE2,shirt
B0043LVDHQ,is plain white and It is white and not checked,B008G0PVC8,shirt
B007ZE8UII,is labeled with a team sport and is longer sleeved,B008BCAUEA,shirt
B001D3NOA6,Has longer sleeves and is brown and longer sleeves solid earth tone color,B002LK8QIU,shirt
B0032MSN0M,Is black and buttonless with graphics on front and back and is a black tshirt with a tree design whereas the other is a shirt with a brown pattern,B0013ET602,shirt
B005YUVIWA,Has a design on the front. and is red with a logo,B003BSG9S0,shirt
B00DSRTC56,is nerdy and has come to the nerd side on the back,B007UDQ6WG,shirt
B0085X1U12,Is a deeper red and has longer sleeves and is solid in color,B00E3R3DYG,shirt
B006JB8WH2,A darker shirt. and is much darker in color,B0047V3X8O,shirt
B004PDY36A,is dark blue trophy husband and Is dark blue with a white trophy graphic,B00B29VJ0I,shirt
B000VTI5MA,is darker in color and much larger graphics and is more black,B00B0CZOTO,shirt
B008GE8UTU,has a lighter color and a less colorful print. and is lighter and masculine,B0051CMJ2Y,shirt
B00DC893BE,has an animal design and has shorter sleeves and a cheetah pattern,B00E0L0HFS,shirt
B000HWQEVA,is black checkered with buttons and is lighter and a button down,B004L9MDXS,shirt
B0077SXO74,Blue and patriotic and more blue,B0078UMBN4,shirt
B0095BJJ5W,is black with short sleeves without collar and Is darker tee with beige print,B00CJLL3PY,shirt
B00C6A8F7W,is more gingham and has longer sleeves and is more formal,B007YIVW08,shirt
B008MWHRR2,is plain colored and is much lighter in color,B004Z5D2XS,shirt
B002HWOZHS,is dark blue and is black and less graphics on front,B004SFDMIA,shirt
B008RO4250,is lighter and ia lighter and has a hawaiian print,B007135BDK,shirt
B00EOM5KG4,is red white and blue and has long sleeves and is a blue,B00485D0FA,shirt
B008MTK844,is a t-shirt not a shirt with a print of a woman on it and is black and has a woman on it,B007JBK896,shirt
B006KVCBEG,is green and has a different image and is lighter,B00BSGVJ32,shirt
B00B7ACT6K,is black with white designs and is darker in color,B006C99MQG,shirt
B000KD3ZWC,has a red train on it and has a different graphic,B002Z8SRC8,shirt
B00AZWU90E,is less formal with no pattern and white pull over long sleeve shirt button v-neck,B00AZWU86E,shirt
B0087EBBYA,is black and white is boxes and is black plaid colored with no pockets,B00904RJ74,shirt
B00BNT631M,is a mega man T shirt and has image logo and is shiny white,B005KWR4X4,shirt
B0002NZEEC,is dark colored and plain and Desired item is black with white edging,B008RK73ZA,shirt
B0013EF066,Is a grey button up vest and is lighter,B001713OBS,shirt
B003F1Z6H8,is identical and is the same,B003F1XJJK,shirt
B000YVGOA0,The shirt is gray in color. and Is more fitted and grey in color,B003F26DUG,shirt
B00BWZPPAC,is black and a different graphic and is darker,B002ZUMZAG,shirt
B007VH9DKS,is a black shirt with image art and Black with picture of blond female in black in white,B004GGUADG,shirt
B00FXLCVD0,is black and is dark gray,B00485DDF2,shirt
B000MXWWAG,has a nature background and a puppy and less red color,B003UF4KE4,shirt
B00B551A1M,is slim and has more people on it,B00COLRYIY,shirt
B00EO8FZB8,is shinier with a red and has three squares,B007WI0DUK,shirt
B00B7HWOI6,is darker and has longer sleeves and is brown with parrots and sleeves,B003ITWBFM,shirt
B0097YXZS4,has centered graphic and is light-colored and is white and less busy,B005APHPNA,shirt
B00BJ53OJY,is darker and is a black tee,B0084A8HIU,shirt
B007Y0MMDW,has collar and pocket with logo and is lighter,B007WPF3SA,shirt
B00AX2ZAIC,is blue and white checkered and is less colorful,B009OMTPWY,shirt
B0046PNW4Q,is more comical and more colorful and Is colorful for the decal,B001PJEB82,shirt
B0059B3EI0,is checked and is a plaid shirt,B00B1MZM3Q,shirt
B00AREIUHY,Has stripes instead of plaid and is long sleeved and has vertical stripes,B00AREII1W,shirt
B007YQ0PE4,has longer sleeves and a bit different color and has longer sleeves,B007YQ16EW,shirt
B008A5FWNC,has long sleeves and has longer sleeves,B00B36166M,shirt
B009H9JN3U,is the same with a different print and is gray and red logo,B0083R4QV6,shirt
B009F8R15A,is white colored and is white,B009ESZFEK,shirt
B007B8M8D6,Is less fitted and has a smaller graphic,B004YVOQMO,shirt
B00EJVMPS6,Has longer sleeves and is more feminine and it has long sleeve,B00EECU2DK,shirt
B00AEJQ6ZK,Is a brighter color. and is yellow with a vertical logo,B004NG9VOI,shirt
B005HARM8G,has shorter sleeves and plum in color and is burgundy and sleeveless,B005GW7G5O,shirt
B004RBKYM2,has somehow offensive words and has a different graphic,B0064YQAB4,shirt
B003LBT9T8,does not have a collar and does not zip up.,B00CDJCOJ6,shirt
B009H4RTT0,Is slightly lighter in color and is same,B009H4RV6Q,shirt
B000F4U4EI,has a different dog and has a corgi on it,B000EP329W,shirt
B002NKM6FW,has long sleeves and more color and has longer sleeves,B003UM5JZG,shirt
B00E7MO5LC,is white and Is light blue,B00CHXO6SA,shirt
B006201K6U,Is blue and has longer sleeves and is light blue in color,B00842GIVQ,shirt
B0024FAZU4,has a snapping hand on it and is darker and has a picture of a hand,B003DZ06O4,shirt
B000GKPXVU,is black in color and Black with gray adidas lettering,B0045I89EW,shirt
B005YUVIWA,has buttons and has collar and is lighter and has a collar,B0017WM1R0,shirt
B00A5BDPOW,The shirt is gray with Pink Freud. and is lighter in color,B00B0283S8,shirt
B004R96R4I,is a black color dress shirt and is black and has long sleeve,B0013HCE8U,shirt
B00A4NIDWA,Is more green and wordy and has slightly shorter sleeves and is  green,B002UFX3RU,shirt
B009JLO5J8,black and brown colored and is dark with tan accents,B008AWHO0Y,shirt
B005D73TBM,is longer sleeves and has red color and Is tan in color,B000GOJPO2,shirt
B00BXT39IW,is black with yellow and white designs and has yellow image,B0050MNU8C,shirt
B003QCDB9Q,is a lighter color and has more button and is button down and single colored,B00CE3KSGC,shirt
B008YCXE86,is a lighter colored tee with a large graphic and short sleeves and has shorter sleeves and no pocket,B0064IPTSK,shirt
B005H26L0Y,is yellow with a 'm&m' logo and uses brighter colors,B009K7UUSG,shirt
B004LYJB92,is lighter colored and is lighter,B004U78IRG,shirt
B0006M1TT8,is plain grey with shorter sleeved and Is more solid with shorter sleeves.,B007RBUZKU,shirt
B004XVG4OI,has long sleeves and is lighter colored and is more colorul,B000JGKANW,shirt
B00BI3A1DO,is white with no pockets and is closer to white in color,B00AZIAXIQ,shirt
B0009RSGEQ,has shorter sleeves and a different graphic and is longer,B00061P9LS,shirt
B004M95RKS,is yellow and green with a collar and buttons and is more multi colored,B001O2RGVY,shirt
B00CHSLWK0,is darker and has red text,B00876F2L6,shirt
B00CX6DCIQ,is more darker with camo print on it. and is colorful and shorter sleeves,B008VRA1DK,shirt
B00C1AGXLW,is sleeveless and stripes horizontally and has shorter sleeves,B00763T3N4,shirt
B00501ATAA,Is grey and more wordy and is brown with a Pinky theme,B001WAL2B8,shirt
B00DLRISC6,is a brown short sleeved shirt with text and is darker,B0089SVFA4,shirt
B00EDHVSW0,is orange and blue plaid shirt and short sleeve white different colors,B00BQ8HQAC,shirt
B007BA6QVO,is white and sea foam and is lighter,B009ENSOG6,shirt
B004LUGE9Q,is a grey shirt. and is grey and long sleeved,B0026HX7BY,shirt
B00D01UJO8,blue and less patterned and is darker,B007R4OKM6,shirt
B008YIB6YY,is multicolored plaid button down shirt with long sleevs and is lighter,B0059B231O,shirt
B000ANOHA6,Has back edges on a white tee and It has sleeved and more monochromatic,B000YXL4KS,shirt
B003VYTCBU,is orange and is orange and has no pocket,B00DG7OSY8,shirt
B005APHPNA,has a larger graphic and is more grungy and is grey with longer sleeves,B008693ZRM,shirt
B00BEIGWM2,The shirt is black with a orange Home Depot emblem. and is black with white text,B0049EBKQ6,shirt
B005SZI4JG,short sleeve solid color and is bold and has shorter sleeves,B0086TS11M,shirt
B0085U2MLM,is more formal with buttons and light blue and is blue and collared with buttons,B00493XZLK,shirt
B00A163SMK,does not have sleeves and has shorter sleeves,B007XT863E,shirt
